name,yellow,second_yellow,red,goals,assists,g/a,position,actual_team,actual_league,value,player_league,player_team,player_nationality,appearances,age
Erik Lamela,8.0,1.0,0.0,6.0,0.0,6.0,Extremo derecho,,,,LaLiga,Sevilla FC,Argentina,32.0,31.0
Aleix Vidal,8.0,1.0,0.0,0.0,3.0,3.0,Extremo derecho,,,,LaLiga,RCD Espanyol,España,25.0,33.0
Vini Souza,8.0,1.0,0.0,,,,Pivote,,,,LaLiga,RCD Espanyol,Brasil,34.0,
Rodrigo Ely,8.0,1.0,0.0,0.0,1.0,1.0,Defensa central,,,,LaLiga,UD Almería,Brasil,36.0,29.0
Oihan Sancet,6.0,0.0,1.0,10.0,2.0,12.0,Mediocentro ofensivo,Athletic Club,LaLiga,35.0,LaLiga,Athletic Club,España,36.0,23.0
Gabri Veiga,6.0,0.0,1.0,11.0,4.0,15.0,Mediocentro,,,,LaLiga,RC Celta de Vigo,España,36.0,21.0
Vedat Muriqi,6.0,0.0,1.0,15.0,3.0,18.0,Delantero centro,RCD Mallorca,LaLiga,15.0,LaLiga,RCD Mallorca,Kosovo,35.0,29.0
Luca Pfeiffer,1.0,0.0,1.0,,,,Delantero centro,,,,Bundesliga,VfB Stuttgart,Alemania,19.0,
Carlos Gruezo,5.0,0.0,0.0,,,,Pivote,,,,Bundesliga,FC Augsburgo,Ecuador,13.0,
Simon Zoller,5.0,0.0,0.0,3.0,2.0,5.0,Delantero centro,,,,Bundesliga,VfL Bochum,Alemania,27.0,31.0
Christian Günter,5.0,0.0,0.0,1.0,4.0,5.0,Lateral izquierdo,,,,Bundesliga,SC Friburgo,Alemania,33.0,30.0
Simon Terodde,5.0,0.0,0.0,5.0,1.0,6.0,Delantero centro,,,,Bundesliga,FC Schalke 04,Alemania,32.0,35.0
Rafael Borré,5.0,0.0,0.0,2.0,2.0,4.0,Delantero centro,,,,Bundesliga,Eintracht Fráncfort​​,Colombia,32.0,27.0
Ludovic Ajorque,5.0,0.0,0.0,6.0,1.0,7.0,Delantero centro,,,,Bundesliga,1.FSV Mainz 05,Francia,17.0,29.0
David Raum,5.0,0.0,0.0,0.0,2.0,2.0,Lateral izquierdo,RB Leipzig,Bundesliga,17.0,Bundesliga,RB Leipzig,Alemania,28.0,25.0
Philipp Hofmann,5.0,0.0,0.0,8.0,2.0,10.0,Delantero centro,,,,Bundesliga,VfL Bochum,Alemania,34.0,30.0
Alassane Plea,5.0,0.0,0.0,2.0,9.0,11.0,Delantero centro,,,,Bundesliga,Borussia Mönchengladbach,Francia,29.0,30.0
Leandro Barreiro,5.0,0.0,0.0,4.0,4.0,8.0,Mediocentro,1.FSV Mainz 05,Bundesliga,14.0,Bundesliga,1.FSV Mainz 05,Luxemburgo,31.0,23.0
Kerem Demirbay,5.0,0.0,0.0,4.0,3.0,7.0,Mediocentro,,,,Bundesliga,Bayer 04 Leverkusen,Alemania,25.0,29.0
Jessic Ngankam,5.0,0.0,0.0,4.0,2.0,6.0,Delantero centro,,,,Bundesliga,Hertha Berlín,Alemania,18.0,22.0
Leon Goretzka,5.0,0.0,0.0,3.0,2.0,5.0,Mediocentro,Bayern Múnich,Bundesliga,40.0,Bundesliga,Bayern Múnich,Alemania,27.0,28.0
Moritz Jenz,5.0,0.0,0.0,,,,Defensa central,,,,Bundesliga,FC Schalke 04,Alemania,11.0,
Borna Sosa,5.0,0.0,0.0,2.0,7.0,9.0,Lateral izquierdo,,,,Bundesliga,VfB Stuttgart,Croacia,25.0,25.0
Maximilian Mittelstädt,5.0,0.0,0.0,,,,Lateral izquierdo,,,,Bundesliga,Hertha Berlín,Alemania,17.0,
Maximilian Arnold,5.0,0.0,0.0,5.0,3.0,8.0,Mediocentro,,,,Bundesliga,VfL Wolfsburgo,Alemania,32.0,29.0
Ellyes Skhiri,5.0,0.0,0.0,7.0,1.0,8.0,Pivote,Eintracht Fráncfort​​,Bundesliga,13.0,Bundesliga,FC Colonia,Túnez,32.0,28.0
Marius Bülter,5.0,0.0,0.0,11.0,1.0,12.0,Extremo izquierdo,,,,Bundesliga,FC Schalke 04,Alemania,33.0,30.0
Cédric Brunner,5.0,0.0,0.0,,,,Lateral derecho,,,,Bundesliga,FC Schalke 04,Suiza,28.0,
Wahbi Khazri,5.0,0.0,1.0,4.0,1.0,5.0,Extremo izquierdo,,,,Ligue 1,Montpellier HSC,Túnez,27.0,32.0
Clément Vidal,5.0,0.0,1.0,1.0,0.0,1.0,Defensa central,,,,Ligue 1,AC Ajaccio,Francia,26.0,22.0
Yoann Salmier,5.0,0.0,1.0,1.0,0.0,1.0,Defensa central,,,,Ligue 1,ESTAC Troyes,Guayana Francesa,32.0,30.0
Mohamed Youssouf,5.0,0.0,1.0,,,,Lateral derecho,,,,Ligue 1,AC Ajaccio,Comoras,30.0,
Deiver Machado,5.0,0.0,1.0,4.0,3.0,7.0,Lateral izquierdo,,,,Ligue 1,RC Lens,Colombia,33.0,29.0
Jean-Clair Todibo,2.0,1.0,1.0,,,,Defensa central,OGC Niza,Ligue 1,35.0,Ligue 1,OGC Niza,Francia,34.0,24.0
Neto Borges,2.0,1.0,1.0,3.0,3.0,6.0,Lateral izquierdo,,,,Ligue 1,Clermont Foot 63,Brasil,33.0,26.0
Rominigue Kouamé,9.0,0.0,0.0,1.0,1.0,2.0,Mediocentro,,,,Ligue 1,ESTAC Troyes,Malí,32.0,26.0
Nabil Bentaleb,6.0,1.0,0.0,4.0,4.0,8.0,Mediocentro,,,,Ligue 1,Angers SCO,Argelia,30.0,28.0
Laurent Abergel,6.0,1.0,0.0,0.0,1.0,1.0,Pivote,,,,Ligue 1,FC Lorient,Francia,29.0,30.0
Jean-Eudes Aholou,4.0,0.0,1.0,3.0,1.0,4.0,Pivote,,,,Ligue 1,Racing Club de Estrasburgo,Costa de Marfil,30.0,29.0
Thomas Mangani,4.0,0.0,1.0,1.0,1.0,2.0,Mediocentro,,,,Ligue 1,AC Ajaccio,Francia,26.0,36.0
Gerzino Nyamsi,4.0,0.0,1.0,1.0,1.0,2.0,Defensa central,,,,Ligue 1,Racing Club de Estrasburgo,Francia,20.0,26.0
Youssouf Fofana,1.0,1.0,1.0,2.0,2.0,4.0,Mediocentro,AS Mónaco,Ligue 1,28.0,Ligue 1,AS Mónaco,Francia,36.0,24.0
Samuel Moutoussamy,8.0,0.0,0.0,0.0,2.0,2.0,Mediocentro,,,,Ligue 1,FC Nantes,RD del Congo,35.0,26.0
Angel Gomes,8.0,0.0,0.0,2.0,6.0,8.0,Mediocentro,LOSC Lille,Ligue 1,20.0,Ligue 1,LOSC Lille,Inglaterra,36.0,22.0
Saël Kumbedi,8.0,0.0,0.0,0.0,2.0,2.0,Lateral derecho,,,,Ligue 1,Olympique de Lyon,Francia,20.0,18.0
Valentin Rongier,8.0,0.0,0.0,1.0,2.0,3.0,Mediocentro,Olympique de Marsella,Ligue 1,18.0,Ligue 1,Olympique de Marsella,Francia,36.0,28.0
Batista Mendy,5.0,1.0,0.0,,,,Pivote,,,,Ligue 1,Angers SCO,Francia,35.0,
Rasmus Nicolaisen,5.0,1.0,0.0,,,,Defensa central,,,,Ligue 1,Toulouse FC,Dinamarca,34.0,
Jordan Ferri,5.0,1.0,0.0,1.0,2.0,3.0,Mediocentro,,,,Ligue 1,Montpellier HSC,Francia,34.0,31.0
Sanjin Prcic,3.0,0.0,1.0,1.0,1.0,2.0,Mediocentro,,,,Ligue 1,Racing Club de Estrasburgo,Bosnia y Herzegovina,29.0,29.0
Gauthier Gallon,3.0,0.0,1.0,,,,Portero,,,,Ligue 1,ESTAC Troyes,Francia,30.0,
Cyrille Bayala,3.0,0.0,1.0,1.0,1.0,2.0,Extremo derecho,,,,Ligue 1,AC Ajaccio,Burkina Faso,33.0,27.0
Birger Meling,3.0,0.0,1.0,0.0,1.0,1.0,Lateral izquierdo,,,,Ligue 1,Stade Rennais FC,Noruega,27.0,28.0
Alexis Mac Allister,8.0,0.0,0.0,10.0,2.0,12.0,Mediocentro,Liverpool FC,Premier League,65.0,Premier League,Brighton & Hove Albion,Argentina,35.0,24.0
Bobby De Cordova-Reid,8.0,0.0,0.0,4.0,1.0,5.0,Mediocentro ofensivo,,,,Premier League,Fulham FC,Jamaica,36.0,30.0
Andreas Pereira,8.0,0.0,0.0,4.0,6.0,10.0,Mediocentro ofensivo,,,,Premier League,Fulham FC,Brasil,33.0,27.0
Rodrigo Bentancur,8.0,0.0,0.0,5.0,2.0,7.0,Mediocentro,Tottenham Hotspur,Premier League,35.0,Premier League,Tottenham Hotspur,Uruguay,18.0,25.0
Kalidou Koulibaly,5.0,1.0,0.0,2.0,1.0,3.0,Defensa central,,,,Premier League,Chelsea FC,Senegal,23.0,31.0
Nick Pope,3.0,0.0,1.0,,,,Portero,,,,Premier League,Newcastle United,Inglaterra,37.0,
João Cancelo,3.0,0.0,1.0,2.0,1.0,3.0,Lateral derecho,,,,Premier League,Manchester City,Portugal,17.0,28.0
Jonny Otto,3.0,0.0,1.0,1.0,0.0,1.0,Lateral izquierdo,,,,Premier League,Wolverhampton Wanderers,España,18.0,29.0
Bruno Guimarães,7.0,0.0,0.0,4.0,5.0,9.0,Pivote,Newcastle United,Premier League,85.0,Premier League,Newcastle United,Brasil,32.0,25.0
Marcos Senesi,7.0,0.0,0.0,2.0,0.0,2.0,Defensa central,,,,Premier League,AFC Bournemouth,Argentina,31.0,26.0
Chris Mepham,7.0,0.0,0.0,,,,Defensa central,,,,Premier League,AFC Bournemouth,Gales,26.0,
Aleksandar Mitrovic,7.0,0.0,0.0,14.0,2.0,16.0,Delantero centro,,,,Premier League,Fulham FC,Serbia,24.0,28.0
Robin Koch,7.0,0.0,0.0,,,,Defensa central,Eintracht Fráncfort​​,Bundesliga,18.0,Premier League,Leeds United,Alemania,36.0,27.0
Neco Williams,7.0,0.0,0.0,,,,Lateral derecho,,,,Premier League,Nottingham Forest,Gales,31.0,
Tyrone Mings,7.0,0.0,0.0,1.0,2.0,3.0,Defensa central,,,,Premier League,Aston Villa,Inglaterra,35.0,30.0
Jefferson Lerma,7.0,0.0,0.0,5.0,0.0,5.0,Pivote,,,,Premier League,AFC Bournemouth,Colombia,37.0,28.0
Ashley Young,7.0,0.0,0.0,1.0,0.0,1.0,Lateral izquierdo,,,,Premier League,Aston Villa,Inglaterra,29.0,37.0
Renan Lodi,7.0,0.0,0.0,,,,Lateral izquierdo,,,,Premier League,Nottingham Forest,Brasil,28.0,
Joachim Andersen,7.0,0.0,0.0,1.0,0.0,1.0,Defensa central,Crystal Palace,Premier League,35.0,Premier League,Crystal Palace,Dinamarca,32.0,26.0
Marc Roca,7.0,0.0,0.0,,,,Pivote,,,,Premier League,Leeds United,España,32.0,
Jeffrey Schlupp,7.0,0.0,0.0,3.0,1.0,4.0,Interior izquierdo,,,,Premier League,Crystal Palace,Ghana,34.0,30.0
Oliver Skipp,7.0,0.0,0.0,,,,Pivote,,,,Premier League,Tottenham Hotspur,Inglaterra,23.0,
Arne Engels,5.0,0.0,0.0,0.0,4.0,4.0,Mediocentro,,,,Bundesliga,FC Augsburgo,Bélgica,18.0,19.0
Jens Stage,5.0,0.0,0.0,3.0,3.0,6.0,Mediocentro,,,,Bundesliga,SV Werder Bremen,Dinamarca,32.0,26.0
Hiroki Ito,5.0,0.0,0.0,1.0,1.0,2.0,Defensa central,VfB Stuttgart,Bundesliga,22.0,Bundesliga,VfB Stuttgart,Japón,30.0,24.0
Marc Oliver Kempf,5.0,0.0,0.0,1.0,0.0,1.0,Defensa central,,,,Bundesliga,Hertha Berlín,Alemania,31.0,28.0
Edmond Tapsoba,5.0,0.0,0.0,1.0,1.0,2.0,Defensa central,Bayer 04 Leverkusen,Bundesliga,40.0,Bundesliga,Bayer 04 Leverkusen,Burkina Faso,33.0,24.0
Andreas Hanche-Olsen,5.0,0.0,0.0,1.0,3.0,4.0,Defensa central,,,,Bundesliga,1.FSV Mainz 05,Noruega,17.0,26.0
Jan Thielmann,5.0,0.0,0.0,2.0,3.0,5.0,Extremo derecho,,,,Bundesliga,FC Colonia,Alemania,23.0,21.0
Micky van de Ven,5.0,0.0,0.0,1.0,2.0,3.0,Defensa central,Tottenham Hotspur,Premier League,45.0,Bundesliga,VfL Wolfsburgo,Países Bajos,33.0,22.0
Paul Jaeckel,2.0,1.0,0.0,1.0,0.0,1.0,Defensa central,,,,Bundesliga,1.FC Unión Berlín,Alemania,16.0,24.0
Kiliann Sildillia,2.0,1.0,0.0,0.0,2.0,2.0,Lateral derecho,SC Friburgo,Bundesliga,18.0,Bundesliga,SC Friburgo,Francia,27.0,20.0
Serhou Guirassy,2.0,1.0,0.0,11.0,0.0,11.0,Delantero centro,VfB Stuttgart,Bundesliga,40.0,Bundesliga,VfB Stuttgart,Guinea,22.0,27.0
Lukas Hradecky,0.0,0.0,1.0,,,,Portero,,,,Bundesliga,Bayer 04 Leverkusen,Finlandia,33.0,
Anthony Caci,4.0,0.0,0.0,2.0,2.0,4.0,Lateral izquierdo,,,,Bundesliga,1.FSV Mainz 05,Francia,31.0,25.0
Sheraldo Becker,4.0,0.0,0.0,11.0,7.0,18.0,Delantero centro,,,,Bundesliga,1.FC Unión Berlín,Surinam,34.0,28.0
Grischa Prömel,4.0,0.0,0.0,1.0,1.0,2.0,Mediocentro,,,,Bundesliga,TSG 1899 Hoffenheim,Alemania,18.0,28.0
Christian Groß,4.0,0.0,0.0,1.0,1.0,2.0,Pivote,,,,Bundesliga,SV Werder Bremen,Alemania,26.0,34.0
Rubén Vargas,4.0,0.0,0.0,3.0,5.0,8.0,Extremo derecho,,,,Bundesliga,FC Augsburgo,Suiza,23.0,24.0
Raphaël Guerreiro,4.0,0.0,0.0,4.0,12.0,16.0,Lateral izquierdo,Bayern Múnich,Bundesliga,15.0,Bundesliga,Borussia Dortmund,Portugal,27.0,29.0
Aïssa Laïdouni,4.0,0.0,0.0,2.0,1.0,3.0,Mediocentro,,,,Bundesliga,1.FC Unión Berlín,Túnez,14.0,26.0
Rodrigo Zalazar,4.0,0.0,0.0,1.0,6.0,7.0,Mediocentro,,,,Bundesliga,FC Schalke 04,Uruguay,22.0,23.0
Josuha Guilavogui,4.0,0.0,0.0,1.0,0.0,1.0,Pivote,,,,Bundesliga,VfL Wolfsburgo,Francia,23.0,32.0
Exequiel Palacios,4.0,0.0,0.0,4.0,2.0,6.0,Mediocentro,Bayer 04 Leverkusen,Bundesliga,40.0,Bundesliga,Bayer 04 Leverkusen,Argentina,25.0,24.0
Karim Onisiwo,4.0,0.0,0.0,10.0,3.0,13.0,Delantero centro,,,,Bundesliga,1.FSV Mainz 05,Austria,31.0,31.0
Marco Reus,4.0,0.0,0.0,6.0,6.0,12.0,Mediocentro ofensivo,,,,Bundesliga,Borussia Dortmund,Alemania,25.0,33.0
Christopher Nkunku,4.0,0.0,0.0,16.0,6.0,22.0,Mediocentro ofensivo,Chelsea FC,Premier League,75.0,Bundesliga,RB Leipzig,Francia,25.0,25.0
Junya Ito,3.0,0.0,1.0,6.0,5.0,11.0,Extremo derecho,Stade de Reims,Ligue 1,10.0,Ligue 1,Stade de Reims,Japón,35.0,30.0
Carlos Baleba,3.0,0.0,1.0,,,,Pivote,,,,Ligue 1,LOSC Lille,Camerún,19.0,
Lesley Ugochukwu,3.0,0.0,1.0,0.0,1.0,1.0,Pivote,,,,Ligue 1,Stade Rennais FC,Francia,26.0,19.0
Sergio Ramos,3.0,0.0,1.0,2.0,1.0,3.0,Defensa central,,,,Ligue 1,París Saint-Germain FC,España,33.0,37.0
Alexis Flips,3.0,0.0,1.0,4.0,6.0,10.0,Extremo izquierdo,,,,Ligue 1,Stade de Reims,Francia,33.0,23.0
Pierrick Capelle,7.0,0.0,0.0,0.0,3.0,3.0,Mediocentro,,,,Ligue 1,Angers SCO,Francia,26.0,36.0
Jonathan Gradit,7.0,0.0,0.0,1.0,3.0,4.0,Defensa central,,,,Ligue 1,RC Lens,Francia,33.0,30.0
Johan Gastien,7.0,0.0,0.0,4.0,3.0,7.0,Pivote,,,,Ligue 1,Clermont Foot 63,Francia,31.0,35.0
Cédric Hountondji,7.0,0.0,0.0,,,,Defensa central,,,,Ligue 1,Angers SCO,Benín,36.0,
Andrei Girotto,7.0,0.0,0.0,1.0,1.0,2.0,Defensa central,,,,Ligue 1,FC Nantes,Brasil,36.0,31.0
Léo Leroy,7.0,0.0,0.0,,,,Mediocentro,,,,Ligue 1,Montpellier HSC,Francia,27.0,
José Fonte,7.0,0.0,0.0,1.0,0.0,1.0,Defensa central,,,,Ligue 1,LOSC Lille,Portugal,31.0,39.0
Vincent Marchetti,7.0,0.0,0.0,0.0,3.0,3.0,Mediocentro,,,,Ligue 1,AC Ajaccio,Francia,31.0,25.0
Tiago Djaló,7.0,0.0,0.0,2.0,1.0,3.0,Defensa central,Juventus de Turín,Serie A,15.0,Ligue 1,LOSC Lille,Portugal,25.0,22.0
Jubal,7.0,0.0,0.0,3.0,2.0,5.0,Defensa central,,,,Ligue 1,AJ Auxerre,Brasil,37.0,29.0
Facundo Medina,7.0,0.0,0.0,2.0,4.0,6.0,Defensa central,RC Lens,Ligue 1,22.0,Ligue 1,RC Lens,Argentina,32.0,24.0
Guillermo Maripán,4.0,1.0,0.0,3.0,0.0,3.0,Defensa central,,,,Ligue 1,AS Mónaco,Chile,26.0,29.0
Neymar,4.0,1.0,0.0,13.0,11.0,24.0,Extremo izquierdo,,,,Ligue 1,París Saint-Germain FC,Brasil,20.0,31.0
Benjamin Bourigeaud,4.0,1.0,0.0,7.0,10.0,17.0,Mediocentro,Stade Rennais FC,Ligue 1,18.0,Ligue 1,Stade Rennais FC,Francia,37.0,29.0
Maxime Le Marchand,4.0,1.0,0.0,,,,Defensa central,,,,Ligue 1,Racing Club de Estrasburgo,Francia,26.0,
Cédric Avinel,2.0,0.0,1.0,1.0,0.0,1.0,Defensa central,,,,Ligue 1,AC Ajaccio,Guadalupe,24.0,36.0
Romain Hamouma,1.0,2.0,0.0,2.0,3.0,5.0,Extremo derecho,,,,Ligue 1,AC Ajaccio,Francia,19.0,36.0
Anthony Lopes,2.0,0.0,1.0,,,,Portero,,,,Ligue 1,Olympique de Lyon,Portugal,32.0,
Tyler Adams,4.0,1.0,0.0,,,,Pivote,,,,Premier League,Leeds United,Estados Unidos,24.0,
Wout Faes,4.0,1.0,0.0,1.0,2.0,3.0,Defensa central,,,,Premier League,Leicester City,Bélgica,31.0,25.0
Wout Faes,2.0,0.0,0.0,1.0,2.0,3.0,Defensa central,,,,Ligue 1,Stade de Reims,Bélgica,3.0,25.0
Matheus Nunes,2.0,0.0,1.0,1.0,1.0,2.0,Mediocentro,Manchester City,Premier League,55.0,Premier League,Wolverhampton Wanderers,Portugal,34.0,24.0
Nathan Collins,2.0,0.0,1.0,,,,Defensa central,,,,Premier League,Wolverhampton Wanderers,Irlanda,26.0,
Emerson Royal,2.0,0.0,1.0,2.0,1.0,3.0,Lateral derecho,,,,Premier League,Tottenham Hotspur,Brasil,26.0,24.0
Toti,6.0,0.0,0.0,,,,Defensa central,,,,Premier League,Wolverhampton Wanderers,Portugal,17.0,
Yves Bissouma,6.0,0.0,0.0,,,,Mediocentro,,,,Premier League,Tottenham Hotspur,Malí,23.0,
Pascal Groß,6.0,0.0,0.0,9.0,8.0,17.0,Mediocentro,,,,Premier League,Brighton & Hove Albion,Alemania,37.0,31.0
James Tarkowski,6.0,0.0,0.0,1.0,1.0,2.0,Defensa central,,,,Premier League,Everton FC,Inglaterra,38.0,30.0
Christian Nørgaard,6.0,0.0,0.0,1.0,4.0,5.0,Pivote,,,,Premier League,Brentford FC,Dinamarca,22.0,29.0
Wilfried Gnonto,6.0,0.0,0.0,2.0,4.0,6.0,Extremo izquierdo,,,,Premier League,Leeds United,Italia,24.0,19.0
Gabriel Jesus,6.0,0.0,0.0,11.0,7.0,18.0,Delantero centro,Arsenal FC,Premier League,70.0,Premier League,Arsenal FC,Brasil,26.0,26.0
Brennan Johnson,6.0,0.0,0.0,8.0,3.0,11.0,Extremo derecho,Tottenham Hotspur,Premier League,48.0,Premier League,Nottingham Forest,Gales,38.0,22.0
Joël Veltman,6.0,0.0,0.0,1.0,1.0,2.0,Lateral derecho,,,,Premier League,Brighton & Hove Albion,Países Bajos,31.0,31.0
Harry Kane,6.0,0.0,0.0,30.0,3.0,33.0,Delantero centro,Bayern Múnich,Bundesliga,110.0,Premier League,Tottenham Hotspur,Inglaterra,38.0,29.0
Lisandro Martínez,6.0,0.0,0.0,1.0,0.0,1.0,Defensa central,Manchester United,Premier League,50.0,Premier League,Manchester United,Argentina,27.0,25.0
Fred,6.0,0.0,0.0,2.0,2.0,4.0,Mediocentro,,,,Premier League,Manchester United,Brasil,35.0,30.0
Joel Ward,6.0,0.0,0.0,1.0,0.0,1.0,Lateral derecho,,,,Premier League,Crystal Palace,Inglaterra,28.0,33.0
Rodrigo,6.0,0.0,0.0,13.0,1.0,14.0,Delantero centro,,,,Premier League,Leeds United,España,31.0,32.0
Igor,8.0,1.0,0.0,,,,Defensa central,,,,Serie A,Fiorentina,Brasil,27.0,
Armand Laurienté,8.0,1.0,0.0,7.0,6.0,13.0,Extremo izquierdo,US Sassuolo,Serie A,16.0,Serie A,US Sassuolo,Francia,28.0,24.0
Pawel Dawidowicz,6.0,0.0,1.0,1.0,1.0,2.0,Defensa central,,,,Serie A,Hellas Verona,Polonia,23.0,28.0
Juan Cuadrado,6.0,0.0,1.0,1.0,3.0,4.0,Interior derecho,,,,Serie A,Juventus de Turín,Colombia,31.0,35.0
Nicolás Domínguez,10.0,0.0,0.0,3.0,2.0,5.0,Mediocentro,,,,Serie A,Bolonia,Argentina,31.0,24.0
Flavius Daniliuc,10.0,0.0,0.0,0.0,2.0,2.0,Defensa central,,,,Serie A,US Salernitana 1919,Austria,27.0,22.0
Emmanuel Gyasi,10.0,0.0,0.0,2.0,0.0,2.0,Extremo izquierdo,,,,Serie A,Spezia,Ghana,35.0,29.0
Filippo Bandinelli,10.0,0.0,0.0,2.0,0.0,2.0,Mediocentro,,,,Serie A,FC Empoli,Italia,35.0,28.0
Sergej Milinkovic-Savic,10.0,0.0,0.0,9.0,8.0,17.0,Mediocentro,,,,Serie A,SS Lazio,Serbia,36.0,28.0
Armando Izzo,10.0,0.0,0.0,1.0,1.0,2.0,Defensa central,,,,Serie A,AC Monza,Italia,30.0,31.0
Moise Kean,5.0,0.0,1.0,6.0,0.0,6.0,Delantero centro,Juventus de Turín,Serie A,18.0,Serie A,Juventus de Turín,Italia,28.0,23.0
Dylan Bronn,5.0,0.0,1.0,,,,Defensa central,,,,Serie A,US Salernitana 1919,Túnez,24.0,
Alex Sandro,5.0,0.0,1.0,0.0,1.0,1.0,Lateral izquierdo,,,,Serie A,Juventus de Turín,Brasil,25.0,32.0
Rogério,5.0,0.0,1.0,0.0,3.0,3.0,Lateral izquierdo,,,,Serie A,US Sassuolo,Brasil,36.0,25.0
Joakim Maehle,5.0,0.0,1.0,3.0,3.0,6.0,Lateral derecho,VfL Wolfsburgo,Bundesliga,14.0,Serie A,Atalanta de Bérgamo,Dinamarca,34.0,26.0
Sebastiano Luperto,2.0,1.0,1.0,2.0,0.0,2.0,Defensa central,,,,Serie A,FC Empoli,Italia,36.0,26.0
Giulio Donati,2.0,1.0,1.0,1.0,0.0,1.0,Lateral derecho,,,,Serie A,AC Monza,Italia,8.0,33.0
Adrien Rabiot,9.0,0.0,0.0,8.0,4.0,12.0,Mediocentro,Juventus de Turín,Serie A,40.0,Serie A,Juventus de Turín,Francia,32.0,28.0
Mattia Zaccagni,9.0,0.0,0.0,10.0,7.0,17.0,Extremo izquierdo,SS Lazio,Serie A,25.0,Serie A,SS Lazio,Italia,35.0,27.0
Liam Henderson,9.0,0.0,0.0,0.0,1.0,1.0,Mediocentro,,,,Serie A,FC Empoli,Escocia,25.0,27.0
Filip Djuricic,9.0,0.0,0.0,3.0,0.0,3.0,Mediocentro ofensivo,,,,Serie A,UC Sampdoria,Serbia,32.0,31.0
Jaka Bijol,9.0,0.0,0.0,3.0,2.0,5.0,Defensa central,,,,Serie A,Udinese,Eslovenia,32.0,24.0
Isak Hien,9.0,0.0,0.0,,,,Defensa central,,,,Serie A,Hellas Verona,Suecia,32.0,
Olivier Giroud,6.0,1.0,0.0,13.0,5.0,18.0,Delantero centro,,,,Serie A,AC Milan,Francia,33.0,36.0
Giacomo Bonaventura,4.0,0.0,1.0,5.0,3.0,8.0,Mediocentro,,,,Serie A,Fiorentina,Italia,30.0,33.0
Ondrej Duda,4.0,0.0,0.0,,,,Mediocentro ofensivo,,,,Bundesliga,FC Colonia,Eslovaquia,13.0,
Ondrej Duda,4.0,0.0,0.0,,,,Mediocentro ofensivo,,,,Serie A,Hellas Verona,Eslovaquia,15.0,
Anton Stach,4.0,0.0,0.0,1.0,4.0,5.0,Mediocentro,TSG 1899 Hoffenheim,Bundesliga,15.0,Bundesliga,1.FSV Mainz 05,Alemania,30.0,24.0
Kingsley Schindler,4.0,0.0,0.0,0.0,3.0,3.0,Lateral derecho,,,,Bundesliga,FC Colonia,Ghana,29.0,29.0
Niclas Füllkrug,4.0,0.0,0.0,16.0,5.0,21.0,Delantero centro,Borussia Dortmund,Bundesliga,13.0,Bundesliga,SV Werder Bremen,Alemania,28.0,30.0
Kristijan Jakic,4.0,0.0,0.0,1.0,2.0,3.0,Pivote,,,,Bundesliga,Eintracht Fráncfort​​,Croacia,24.0,26.0
Florian Wirtz,4.0,0.0,0.0,1.0,6.0,7.0,Mediocentro ofensivo,Bayer 04 Leverkusen,Bundesliga,100.0,Bundesliga,Bayer 04 Leverkusen,Alemania,17.0,20.0
Edimilson Fernandes,4.0,0.0,0.0,0.0,3.0,3.0,Defensa central,,,,Bundesliga,1.FSV Mainz 05,Suiza,32.0,27.0
Mattias Svanberg,4.0,0.0,0.0,4.0,6.0,10.0,Mediocentro,VfL Wolfsburgo,Bundesliga,18.0,Bundesliga,VfL Wolfsburgo,Suecia,32.0,24.0
Evan Ndicka,4.0,0.0,0.0,1.0,0.0,1.0,Defensa central,AS Roma,Serie A,24.0,Bundesliga,Eintracht Fráncfort​​,Costa de Marfil,30.0,23.0
Ivan Ordets,4.0,0.0,0.0,0.0,1.0,1.0,Defensa central,,,,Bundesliga,VfL Bochum,Ucrania,30.0,30.0
Paul Seguin,4.0,0.0,0.0,1.0,3.0,4.0,Mediocentro,,,,Bundesliga,1.FC Unión Berlín,Alemania,20.0,28.0
Waldemar Anton,4.0,0.0,0.0,1.0,2.0,3.0,Defensa central,,,,Bundesliga,VfB Stuttgart,Alemania,34.0,26.0
Moussa Diaby,4.0,0.0,0.0,9.0,9.0,18.0,Extremo derecho,Aston Villa,Premier League,60.0,Bundesliga,Bayer 04 Leverkusen,Francia,33.0,23.0
Jeremie Frimpong,4.0,0.0,0.0,8.0,7.0,15.0,Lateral derecho,Bayer 04 Leverkusen,Bundesliga,50.0,Bundesliga,Bayer 04 Leverkusen,Países Bajos,34.0,22.0
Yannik Keitel,4.0,0.0,0.0,0.0,2.0,2.0,Pivote,,,,Bundesliga,SC Friburgo,Alemania,22.0,23.0
Niko Gießelmann,4.0,0.0,0.0,0.0,2.0,2.0,Lateral izquierdo,,,,Bundesliga,1.FC Unión Berlín,Alemania,26.0,31.0
Marvin Ducksch,4.0,0.0,0.0,12.0,7.0,19.0,Delantero centro,,,,Bundesliga,SV Werder Bremen,Alemania,34.0,29.0
Konstantinos Stafylidis,4.0,0.0,0.0,0.0,2.0,2.0,Lateral izquierdo,,,,Bundesliga,VfL Bochum,Grecia,19.0,29.0
Leroy Sané,4.0,0.0,0.0,8.0,7.0,15.0,Extremo derecho,Bayern Múnich,Bundesliga,80.0,Bundesliga,Bayern Múnich,Alemania,32.0,27.0
